"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Louisiana"	"22"	212	4375581	4.8
	"2007"	"2007"	"Maine"	"23"	102	1327040	7.7
	"2007"	"2007"	"Maryland"	"24"	600	5653408	10.6
	"2007"	"2007"	"Massachusetts"	"25"	649	6431559	10.1
	"2007"	"2007"	"Michigan"	"26"	506	10001284	5.1
	"2007"	"2007"	"Minnesota"	"27"	180	5207203	3.5
	"2007"	"2007"	"Mississippi"	"28"	95	2928350	3.2
	"2007"	"2007"	"Missouri"	"29"	390	5887612	6.6
	"2007"	"2007"	"Montana"	"30"	62	964706	6.4
	"2007"	"2007"	"Nebraska"	"31"	39	1783440	2.2
	"2007"	"2007"	"Nevada"	"32"	376	2601072	14.5
	"2007"	"2007"	"New Hampshire"	"33"	145	1312540	11.0
	"2007"	"2007"	"New Jersey"	"34"	339	8677885	3.9
	"2007"	"2007"	"New Mexico"	"35"	266	1990070	13.4
	"2007"	"2007"	"New York"	"36"	1029	19132335	5.4
	"2007"	"2007"	"North Carolina"	"37"	750	9118037	8.2
	"2007"	"2007"	"North Dakota"	"38"	17	652822	Unreliable
	"2007"	"2007"	"Ohio"	"39"	705	11500468	6.1
	"2007"	"2007"	"Oklahoma"	"40"	492	3634349	13.5
	"2007"	"2007"	"Oregon"	"41"	358	3722417	9.6
	"2007"	"2007"	"Pennsylvania"	"42"	492	12563937	3.9
	"2007"	"2007"	"Rhode Island"	"44"	87	1057315	8.2
	"2007"	"2007"	"South Carolina"	"45"	199	4444110	4.5
	"2007"	"2007"	"South Dakota"	"46"	20	791623	2.5
	"2007"	"2007"	"Tennessee"	"47"	479	6175727	7.8
	"2007"	"2007"	"Texas"	"48"	1021	23831983	4.3
	"2007"	"2007"	"Utah"	"49"	359	2597746	13.8
	"2007"	"2007"	"Vermont"	"50"	52	623481	8.3
	"2007"	"2007"	"Virginia"	"51"	502	7751000	6.5
	"2007"	"2007"	"Washington"	"53"	651	6461587	10.1
	"2007"	"2007"	"West Virginia"	"54"	332	1834052	18.1
	"2007"	"2007"	"Wisconsin"	"55"	371	5610775	6.6
	"2007"	"2007"	"Wyoming"	"56"	25	534876	4.7
	"2008"	"2008"	"Alabama"	"01"	185	4718206	3.9
	"2008"	"2008"	"Alaska"	"02"	88	687455	12.8
	"2008"	"2008"	"Arizona"	"04"	494	6280362	7.9
	"2008"	"2008"	"Arkansas"	"05"	197	2874554	6.9
	"2008"	"2008"	"California"	"06"	1801	36604337	4.9
	"2008"	"2008"	"Colorado"	"08"	355	4889730	7.3
	"2008"	"2008"	"Connecticut"	"09"	230	3545579	6.5
	"2008"	"2008"	"Delaware"	"10"	65	883874	7.4
	"2008"	"2008"	"District of Columbia"	"11"	31	580236	5.3
	"2008"	"2008"	"Florida"	"12"	1478	18527305	8.0
	"2008"	"2008"	"Georgia"	"13"	404	9504843	4.3
	"2008"	"2008"	"Hawaii"	"15"	53	1332213	4.0
	"2008"	"2008"	"Idaho"	"16"	72	1534320	4.7
	"2008"	"2008"	"Illinois"	"17"	846	12747038	6.6
	"2008"	"2008"	"Indiana"	"18"	311	6424806	4.8
	"2008"	"2008"	"Iowa"	"19"	127	3016734	4.2
	"2008"	"2008"	"Kansas"	"20"	96	2808076	3.4
	"2008"	"2008"	"Kentucky"	"21"	365	4289878	8.5
	"2008"	"2008"	"Louisiana"	"22"	130	4435586	2.9
	"2008"	"2008"	"Maine"	"23"	105	1330509	7.9
	"2008"	"2008"	"Maryland"	"24"	513	5684965	9.0
	"2008"	"2008"	"Massachusetts"	"25"	596	6468967	9.2
	"2008"	"2008"	"Michigan"	"26"	643	9946889	6.5
	"2008"	"2008"	"Minnesota"	"27"	227	5247018	4.3
	"2008"	"2008"	"Mississippi"	"28"	106	2947806	3.6
	"2008"	"2008"	"Missouri"	"29"	475	5923916	8.0
	"2008"	"2008"	"Montana"	"30"	70	976415	7.2
	"2008"	"2008"	"Nebraska"	"31"	29	1796378	1.6
	"2008"	"2008"	"Nevada"	"32"	397	2653630	15.0
	"2008"	"2008"	"New Hampshire"	"33"	94	1315906	7.1
	"2008"	"2008"	"New Jersey"	"34"	331	8711090	3.8
	"2008"	"2008"	"New Mexico"	"35"	324	2010662	16.1
	"2008"	"2008"	"New York"	"36"	1116	19212436	5.8
	"2008"	"2008"	"North Carolina"	"37"	846	9309449	9.1
	"2008"	"2008"	"North Dakota"	"38"	32	657569	4.9
	"2008"	"2008"	"Ohio"	"39"	814	11515391	7.1
	"2008"	"2008"	"Oklahoma"	"40"	410	3668976	11.2
	"2008"	"2008"	"Oregon"	"41"	342	3768748	9.1
	"2008"	"2008"	"Pennsylvania"	"42"	611	12612285	4.8
	"2008"	"2008"	"Rhode Island"	"44"	133	1055003	12.6
	"2008"	"2008"	"South Carolina"	"45"	218	4528996	4.8
	"2008"	"2008"	"South Dakota"	"46"	31	799124	3.9
	"2008"	"2008"	"Tennessee"	"47"	480	6247411	7.7
	"2008"	"2008"	"Texas"	"48"	944	24309039	3.9
	"2008"	"2008"	"Utah"	"49"	350	2663029	13.1
	"2008"	"2008"	"Vermont"	"50"	57	624151	9.1
	"2008"	"2008"	"Virginia"	"51"	490	7833496	6.3
	"2008"	"2008"	"Washington"	"53"	690	6562231	10.5
	"2008"	"2008"	"West Virginia"	"54"	371	1840310	20.2
	"2008"	"2008"	"Wisconsin"	"55"	369	5640996	6.5
	"2008"	"2008"	"Wyoming"	"56"	40	546043	7.3
	"2009"	"2009"	"Alabama"	"01"	206	4757938	4.3
	"2009"	"2009"	"Alaska"	"02"	90	698895	12.9
	"2009"	"2009"	"Arizona"	"04"	605	6343154	9.5
	"2009"	"2009"	"Arkansas"	"05"	201	2896843	6.9
	"2009"	"2009"	"California"	"06"	1987	36961229	5.4
	"2009"	"2009"	"Colorado"	"08"	397	4972195	8.0
	"2009"	"2009"	"Connecticut"	"09"	216	3561807	6.1
	"2009"	"2009"	"Delaware"	"10"	81	891730	9.1
	"2009"	"2009"	"District of Columbia"	"11"	13	592228	Unreliable
	"2009"	"2009"	"Florida"	"12"	1590	18652644	8.5
	"2009"	"2009"	"Georgia"	"13"	490	9620846	5.1
	"2009"	"2009"	"Hawaii"	"15"	57	1346717	4.2
	"2009"	"2009"	"Idaho"	"16"	62	1554439	4.0
	"2009"	"2009"	"Illinois"	"17"	886	12796778	6.9
	"2009"	"2009"	"Indiana"	"18"	319	6459325	4.9
	"2009"	"2009"	"Iowa"	"19"	141	3032870	4.6
	"2009"	"2009"	"Kansas"	"20"	148	2832704	5.2
	"2009"	"2009"	"Kentucky"	"21"	434	4317074	10.1
	"2009"	"2009"	"Louisiana"	"22"	122	4491648	2.7
	"2009"	"2009"	"Maine"	"23"	114	1329590	8.6
	"2009"	"2009"	"Maryland"	"24"	586	5730388	10.2
	"2009"	"2009"	"Massachusetts"	"25"	622	6517613	9.5
	"2009"	"2009"	"Michigan"	"26"	736	9901591	7.4
	"2009"	"2009"	"Minnesota"	"27"	272	5281203	5.2
	"2009"	"2009"	"Mississippi"	"28"	96	2958774	3.2
	"2009"	"2009"	"Missouri"	"29"	526	5961088	8.8
	"2009"	"2009"	"Montana"	"30"	89	983982	9.0
	"2009"	"2009"	"Nebraska"	"31"	66	1812683	3.6
	"2009"	"2009"	"Nevada"	"32"	439	2684665	16.4
	"2009"	"2009"	"New Hampshire"	"33"	126	1316102	9.6
	"2009"	"2009"	"New Jersey"	"34"	55	8755602	0.6
	"2009"	"2009"	"New Mexico"	"35"	200	2036802	9.8
	"2009"	"2009"	"New York"	"36"	1058	19307066	5.5
	"2009"	"2009"	"North Carolina"	"37"	857	9449566	9.1
	"2009"	"2009"	"North Dakota"	"38"	17	664968	Unreliable
	"2009"	"2009"	"Ohio"	"39"	664	11528896	5.8
	"2009"	"2009"	"Oklahoma"	"40"	568	3717572	15.3
	"2009"	"2009"	"Oregon"	"41"	368	3808600	9.7
	"2009"	"2009"	"Pennsylvania"	"42"	637	12666858	5.0
	"2009"	"2009"	"Rhode Island"	"44"	115	1053646	10.9
	"2009"	"2009"	"South Carolina"	"45"	238	4589872	5.2
	"2009"	"2009"	"South Dakota"	"46"	35	807067	4.3
	"2009"	"2009"	"Tennessee"	"47"	535	6306019	8.5
	"2009"	"2009"	"Texas"	"48"	1151	24801761	4.6
	"2009"	"2009"	"Utah"	"49"	370	2723421	13.6
	"2009"	"2009"	"Vermont"	"50"	39	624817	6.2
	"2009"	"2009"	"Virginia"	"51"	477	7925937	6.0
	"2009"	"2009"	"Washington"	"53"	708	6667426	10.6
	"2009"	"2009"	"West Virginia"	"54"	184	1847775	10.0
	"2009"	"2009"	"Wisconsin"	"55"	397	5669264	7.0
	"2009"	"2009"	"Wyoming"	"56"	32	559851	5.7
	"2010"	"2010"	"Alabama"	"01"	187	4779736	3.9
	"2010"	"2010"	"Alaska"	"02"	62	710231	8.7
	"2010"	"2010"	"Arizona"	"04"	626	6392017	9.8
	"2010"	"2010"	"Arkansas"	"05"	189	2915918	6.5
	"2010"	"2010"	"California"	"06"	1929	37253956	5.2
	"2010"	"2010"	"Colorado"	"08"	304	5029196	6.0
	"2010"	"2010"	"Connecticut"	"09"	223	3574097	6.2
	"2010"	"2010"	"Delaware"	"10"	103	897934	11.5
	"2010"	"2010"	"District of Columbia"	"11"	34	601723	5.7
	"2010"	"2010"	"Florida"	"12"	1674	18801310	8.9
	"2010"	"2010"	"Georgia"	"13"	534	9687653	5.5
	"2010"	"2010"	"Hawaii"	"15"	74	1360301	5.4
	"2010"	"2010"	"Idaho"	"16"	79	1567582	5.0
	"2010"	"2010"	"Illinois"	"17"	867	12830632	6.8
	"2010"	"2010"	"Indiana"	"18"	289	6483802	4.5
	"2010"	"2010"	"Iowa"	"19"	147	3046355	4.8
	"2010"	"2010"	"Kansas"	"20"	104	2853118	3.6
	"2010"	"2010"	"Kentucky"	"21"	591	4339367	13.6
	"2010"	"2010"	"Louisiana"	"22"	123	4533372	2.7
	"2010"	"2010"	"Maine"	"23"	90	1328361	6.8
	"2010"	"2010"	"Maryland"	"24"	509	5773552	8.8
	"2010"	"2010"	"Massachusetts"	"25"	549	6547629	8.4
	"2010"	"2010"	"Michigan"	"26"	695	9883640	7.0
	"2010"	"2010"	"Minnesota"	"27"	235	5303925	4.4
	"2010"	"2010"	"Mississippi"	"28"	100	2967297	3.4
	"2010"	"2010"	"Missouri"	"29"	599	5988927	10.0
	"2010"	"2010"	"Montana"	"30"	54	989415	5.5
	"2010"	"2010"	"Nebraska"	"31"	58	1826341	3.2
	"2010"	"2010"	"Nevada"	"32"	439	2700551	16.3
	"2010"	"2010"	"New Hampshire"	"33"	116	1316470	8.8
	"2010"	"2010"	"New Jersey"	"34"	373	8791894	4.2
	"2010"	"2010"	"New Mexico"	"35"	191	2059179	9.3
	"2010"	"2010"	"New York"	"36"	1074	19378102	5.5
	"2010"	"2010"	"North Carolina"	"37"	776	9535483	8.1
	"2010"	"2010"	"North Dakota"	"38"	18	672591	Unreliable
	"2010"	"2010"	"Ohio"	"39"	1124	11536504	9.7
	"2010"	"2010"	"Oklahoma"	"40"	510	3751351	13.6
	"2010"	"2010"	"Oregon"	"41"	332	3831074	8.7
	"2010"	"2010"	"Pennsylvania"	"42"	629	12702379	5.0
	"2010"	"2010"	"Rhode Island"	"44"	111	1052567	10.5
	"2010"	"2010"	"South Carolina"	"45"	271	4625364	5.9
	"2010"	"2010"	"South Dakota"	"46"	32	814180	3.9
	"2010"	"2010"	"Tennessee"	"47"	633	6346105	10.0
	"2010"	"2010"	"Texas"	"48"	1123	25145561	4.5
	"2010"	"2010"	"Utah"	"49"	336	2763885	12.2
	"2010"	"2010"	"Vermont"	"50"	43	625741	6.9
	"2010"	"2010"	"Virginia"	"51"	389	8001024	4.9
	"2010"	"2010"	"Washington"	"53"	628	6724540	9.3
	"2010"	"2010"	"West Virginia"	"54"	451	1852994	24.3
	"2010"	"2010"	"Wisconsin"	"55"	415	5686986	7.3
	"2010"	"2010"	"Wyoming"	"56"	47	563626	8.3
	"2011"	"2011"	"Alabama"	"01"	176	4802740	3.7
	"2011"	"2011"	"Alaska"	"02"	66	722718	9.1
	"2011"	"2011"	"Arizona"	"04"	562	6482505	8.7
	"2011"	"2011"	"Arkansas"	"05"	169	2937979	5.8
	"2011"	"2011"	"California"	"06"	1938	37691912	5.1
	"2011"	"2011"	"Colorado"	"08"	418	5116796	8.2
	"2011"	"2011"	"Connecticut"	"09"	209	3580709	5.8
	"2011"	"2011"	"Delaware"	"10"	113	907135	12.5
	"2011"	"2011"	"District of Columbia"	"11"	51	617996	8.3
	"2011"	"2011"	"Florida"	"12"	1576	19057542	8.3
	"2011"	"2011"	"Georgia"	"13"	535	9815210	5.5
	"2011"	"2011"	"Hawaii"	"15"	77	1374810	5.6
	"2011"	"2011"	"Idaho"	"16"	77	1584985	4.9
	"2011"	"2011"	"Illinois"	"17"	907	12869257	7.0
	"2011"	"2011"	"Indiana"	"18"	356	6516922	5.5
	"2011"	"2011"	"Iowa"	"19"	172	3062309	5.6
	"2011"	"2011"	"Kansas"	"20"	118	2871238	4.1
	"2011"	"2011"	"Kentucky"	"21"	669	4369356	15.3
	"2011"	"2011"	"Louisiana"	"22"	116	4574836	2.5
	"2011"	"2011"	"Maine"	"23"	85	1328188	6.4
	"2011"	"2011"	"Maryland"	"24"	546	5828289	9.4
	"2011"	"2011"	"Massachusetts"	"25"	655	6587536	9.9
	"2011"	"2011"	"Michigan"	"26"	714	9876187	7.2
	"2011"	"2011"	"Minnesota"	"27"	286	5344861	5.4
	"2011"	"2011"	"Mississippi"	"28"	79	2978512	2.7
	"2011"	"2011"	"Missouri"	"29"	595	6010688	9.9
	"2011"	"2011"	"Montana"	"30"	63	998199	6.3
	"2011"	"2011"	"Nebraska"	"31"	53	1842641	2.9
	"2011"	"2011"	"Nevada"	"32"	461	2723322	16.9
	"2011"	"2011"	"New Hampshire"	"33"	154	1318194	11.7
	"2011"	"2011"	"New Jersey"	"34"	454	8821155	5.1
	"2011"	"2011"	"New Mexico"	"35"	243	2082224	11.7
	"2011"	"2011"	"New York"	"36"	1356	19465197	7.0
	"2011"	"2011"	"North Carolina"	"37"	822	9656401	8.5
	"2011"	"2011"	"North Dakota"	"38"	10	683932	Unreliable
	"2011"	"2011"	"Ohio"	"39"	1272	11544951	11.0
	"2011"	"2011"	"Oklahoma"	"40"	483	3791508	12.7
	"2011"	"2011"	"Oregon"	"41"	392	3871859	10.1
	"2011"	"2011"	"Pennsylvania"	"42"	752	12742886	5.9
	"2011"	"2011"	"Rhode Island"	"44"	142	1051302	13.5
	"2011"	"2011"	"South Carolina"	"45"	243	4679230	5.2
	"2011"	"2011"	"South Dakota"	"46"	34	824082	4.1
	"2011"	"2011"	"Tennessee"	"47"	633	6403353	9.9
	"2011"	"2011"	"Texas"	"48"	1178	25674681	4.6
	"2011"	"2011"	"Utah"	"49"	381	2817222	13.5
	"2011"	"2011"	"Vermont"	"50"	55	626431	8.8
	"2011"	"2011"	"Virginia"	"51"	575	8096604	7.1
	"2011"	"2011"	"Washington"	"53"	697	6830038	10.2
	"2011"	"2011"	"West Virginia"	"54"	550	1855364	29.6
	"2011"	"2011"	"Wisconsin"	"55"	473	5711767	8.3
	"2011"	"2011"	"Wyoming"	"56"	43	568158	7.6
	"2012"	"2012"	"Alabama"	"01"	165	4822023	3.4
	"2012"	"2012"	"Alaska"	"02"	81	731449	11.1
	"2012"	"2012"	"Arizona"	"04"	526	6553255	8.0
	"2012"	"2012"	"Arkansas"	"05"	169	2949131	5.7
	"2012"	"2012"	"California"	"06"	1719	38041430	4.5
	"2012"	"2012"	"Colorado"	"08"	407	5187582	7.8
	"2012"	"2012"	"Connecticut"	"09"	201	3590347	5.6
	"2012"	"2012"	"Delaware"	"10"	82	917092	8.9
	"2012"	"2012"	"District of Columbia"	"11"	44	632323	7.0
	"2012"	"2012"	"Florida"	"12"	1326	19317568	6.9
	"2012"	"2012"	"Georgia"	"13"	536	9919945	5.4
	"2012"	"2012"	"Hawaii"	"15"	62	1392313	4.5
	"2012"	"2012"	"Idaho"	"16"	59	1595728	3.7
	"2012"	"2012"	"Illinois"	"17"	1151	12875255	8.9
	"2012"	"2012"	"Indiana"	"18"	375	6537334	5.7
	"2012"	"2012"	"Iowa"	"19"	171	3074186	5.6
	"2012"	"2012"	"Kansas"	"20"	171	2885905	5.9
	"2012"	"2012"	"Kentucky"	"21"	673	4380415	15.4
	"2012"	"2012"	"Louisiana"	"22"	169	4601893	3.7
	"2012"	"2012"	"Maine"	"23"	100	1329192	7.5
	"2012"	"2012"	"Maryland"	"24"	657	5884563	11.2
	"2012"	"2012"	"Massachusetts"	"25"	691	6646144	10.4
	"2012"	"2012"	"Michigan"	"26"	685	9883360	6.9
	"2012"	"2012"	"Minnesota"	"27"	290	5379139	5.4
	"2012"	"2012"	"Mississippi"	"28"	111	2984926	3.7
	"2012"	"2012"	"Missouri"	"29"	539	6021988	9.0
	"2012"	"2012"	"Montana"	"30"	51	1005141	5.1
	"2012"	"2012"	"Nebraska"	"31"	53	1855525	2.9
	"2012"	"2012"	"Nevada"	"32"	446	2758931	16.2
	"2012"	"2012"	"New Hampshire"	"33"	133	1320718	10.1
	"2012"	"2012"	"New Jersey"	"34"	602	8864590	6.8
	"2012"	"2012"	"New Mexico"	"35"	319	2085538	15.3
	"2012"	"2012"	"New York"	"36"	1530	19570261	7.8
	"2012"	"2012"	"North Carolina"	"37"	833	9752073	8.5
	"2012"	"2012"	"North Dakota"	"38"	Suppressed	699628	Suppressed
	"2012"	"2012"	"Ohio"	"39"	1355	11544225	11.7
	"2012"	"2012"	"Oklahoma"	"40"	531	3814820	13.9
	"2012"	"2012"	"Oregon"	"41"	361	3899353	9.3
	"2012"	"2012"	"Pennsylvania"	"42"	827	12763536	6.5
	"2012"	"2012"	"Rhode Island"	"44"	140	1050292	13.3
	"2012"	"2012"	"South Carolina"	"45"	237	4723723	5.0
	"2012"	"2012"	"South Dakota"	"46"	24	833354	2.9
	"2012"	"2012"	"Tennessee"	"47"	723	6456243	11.2
	"2012"	"2012"	"Texas"	"48"	1131	26059203	4.3
	"2012"	"2012"	"Utah"	"49"	422	2855287	14.8
	"2012"	"2012"	"Vermont"	"50"	55	626011	8.8
	"2012"	"2012"	"Virginia"	"51"	533	8185867	6.5
	"2012"	"2012"	"Washington"	"53"	695	6897012	10.1
	"2012"	"2012"	"West Virginia"	"54"	468	1855413	25.2
	"2012"	"2012"	"Wisconsin"	"55"	483	5726398	8.4
	"2012"	"2012"	"Wyoming"	"56"	45	576412	7.8
	"2013"	"2013"	"Alabama"	"01"	166	4833722	3.4
	"2013"	"2013"	"Alaska"	"02"	69	735132	9.4
	"2013"	"2013"	"Arizona"	"04"	527	6626624	8.0
	"2013"	"2013"	"Arkansas"	"05"	162	2959373	5.5
	"2013"	"2013"	"California"	"06"	1948	38332521	5.1
	"2013"	"2013"	"Colorado"	"08"	433	5268367	8.2
	"2013"	"2013"	"Connecticut"	"09"	439	3596080	12.2
	"2013"	"2013"	"Delaware"	"10"	113	925749	12.2
	"2013"	"2013"	"District of Columbia"	"11"	60	646449	9.3
	"2013"	"2013"	"Florida"	"12"	1268	19552860	6.5
	"2013"	"2013"	"Georgia"	"13"	530	9992167	5.3
	"2013"	"2013"	"Hawaii"	"15"	69	1404054	4.9
	"2013"	"2013"	"Idaho"	"16"	77	1612136	4.8
	"2013"	"2013"	"Illinois"	"17"	1072	12882135	8.3
	"2013"	"2013"	"Indiana"	"18"	360	6570902	5.5
	"2013"	"2013"	"Iowa"	"19"	179	3090416	5.8
	"2013"	"2013"	"Kansas"	"20"	158	2893957	5.5
	"2013"	"2013"	"Kentucky"	"21"	665	4395295	15.1
	"2013"	"2013"	"Louisiana"	"22"	265	4625470	5.7
	"2013"	"2013"	"Maine"	"23"	125	1328302	9.4
	"2013"	"2013"	"Maryland"	"24"	749	5928814	12.6
	"2013"	"2013"	"Massachusetts"	"25"	888	6692824	13.3
	"2013"	"2013"	"Michigan"	"26"	909	9895622	9.2
	"2013"	"2013"	"Minnesota"	"27"	305	5420380	5.6
	"2013"	"2013"	"Mississippi"	"28"	100	2991207	3.3
	"2013"	"2013"	"Missouri"	"29"	620	6044171	10.3
	"2013"	"2013"	"Montana"	"30"	67	1015165	6.6
	"2013"	"2013"	"Nebraska"	"31"	41	1868516	2.2
	"2013"	"2013"	"Nevada"	"32"	398	2790136	14.3
	"2013"	"2013"	"New Hampshire"	"33"	157	1323459	11.9
	"2013"	"2013"	"New Jersey"	"34"	675	8899339	7.6
	"2013"	"2013"	"New Mexico"	"35"	322	2085287	15.4
	"2013"	"2013"	"New York"	"36"	1681	19651127	8.6
	"2013"	"2013"	"North Carolina"	"37"	834	9848060	8.5
	"2013"	"2013"	"North Dakota"	"38"	11	723393	Unreliable
	"2013"	"2013"	"Ohio"	"39"	1630	11570808	14.1
	"2013"	"2013"	"Oklahoma"	"40"	511	3850568	13.3
	"2013"	"2013"	"Oregon"	"41"	301	3930065	7.7
	"2013"	"2013"	"Pennsylvania"	"42"	958	12773801	7.5
	"2013"	"2013"	"Rhode Island"	"44"	190	1051511	18.1
	"2013"	"2013"	"South Carolina"	"45"	247	4774839	5.2
	"2013"	"2013"	"South Dakota"	"46"	34	844877	4.0
	"2013"	"2013"	"Tennessee"	"47"	767	6495978	11.8
	"2013"	"2013"	"Texas"	"48"	1053	26448193	4.0
	"2013"	"2013"	"Utah"	"49"	432	2900872	14.9
	"2013"	"2013"	"Vermont"	"50"	70	626630	11.2
	"2013"	"2013"	"Virginia"	"51"	640	8260405	7.7
	"2013"	"2013"	"Washington"	"53"	640	6971406	9.2
	"2013"	"2013"	"West Virginia"	"54"	490	1854304	26.4
	"2013"	"2013"	"Wisconsin"	"55"	599	5742713	10.4
	"2013"	"2013"	"Wyoming"	"56"	48	582658	8.2
	"2014"	"2014"	"Alabama"	"01"	270	4849377	5.6
	"2014"	"2014"	"Alaska"	"02"	76	736732	10.3
	"2014"	"2014"	"Arizona"	"04"	589	6731484	8.7
	"2014"	"2014"	"Arkansas"	"05"	173	2966369	5.8
	"2014"	"2014"	"California"	"06"	2024	38802500	5.2
	"2014"	"2014"	"Colorado"	"08"	517	5355866	9.7
	"2014"	"2014"	"Connecticut"	"09"	525	3596677	14.6
	"2014"	"2014"	"Delaware"	"10"	124	935614	13.3
	"2014"	"2014"	"District of Columbia"	"11"	63	658893	9.6
	"2014"	"2014"	"Florida"	"12"	1399	19893297	7.0
	"2014"	"2014"	"Georgia"	"13"	710	10097343	7.0
	"2014"	"2014"	"Hawaii"	"15"	59	1419561	4.2
	"2014"	"2014"	"Idaho"	"16"	78	1634464	4.8
	"2014"	"2014"	"Illinois"	"17"	1205	12880580	9.4
	"2014"	"2014"	"Indiana"	"18"	462	6596855	7.0
	"2014"	"2014"	"Iowa"	"19"	158	3107126	5.1
	"2014"	"2014"	"Kansas"	"20"	173	2904021	6.0
	"2014"	"2014"	"Kentucky"	"21"	729	4413457	16.5
	"2014"	"2014"	"Louisiana"	"22"	260	4649676	5.6
	"2014"	"2014"	"Maine"	"23"	171	1330089	12.9
	"2014"	"2014"	"Maryland"	"24"	921	5976407	15.4
	"2014"	"2014"	"Massachusetts"	"25"	1140	6745408	16.9
	"2014"	"2014"	"Michigan"	"26"	1052	9909877	10.6
	"2014"	"2014"	"Minnesota"	"27"	318	5457173	5.8
	"2014"	"2014"	"Mississippi"	"28"	115	2994079	3.8
	"2014"	"2014"	"Missouri"	"29"	696	6063589	11.5
	"2014"	"2014"	"Montana"	"30"	53	1023579	5.2
	"2014"	"2014"	"Nebraska"	"31"	56	1881503	3.0
	"2014"	"2014"	"Nevada"	"32"	375	2839099	13.2
	"2014"	"2014"	"New Hampshire"	"33"	297	1326813	22.4
	"2014"	"2014"	"New Jersey"	"34"	728	8938175	8.1
	"2014"	"2014"	"New Mexico"	"35"	402	2085572	19.3
	"2014"	"2014"	"New York"	"36"	1739	19746227	8.8
	"2014"	"2014"	"North Carolina"	"37"	967	9943964	9.7
	"2014"	"2014"	"North Dakota"	"38"	31	739482	4.2
	"2014"	"2014"	"Ohio"	"39"	2106	11594163	18.2
	"2014"	"2014"	"Oklahoma"	"40"	502	3878051	12.9
	"2014"	"2014"	"Oregon"	"41"	340	3970239	8.6
	"2014"	"2014"	"Pennsylvania"	"42"	1092	12787209	8.5
	"2014"	"2014"	"Rhode Island"	"44"	205	1055173	19.4
	"2014"	"2014"	"South Carolina"	"45"	515	4832482	10.7
	"2014"	"2014"	"South Dakota"	"46"	33	853175	3.9
	"2014"	"2014"	"Tennessee"	"47"	863	6549352	13.2
	"2014"	"2014"	"Texas"	"48"	1151	26956958	4.3
	"2014"	"2014"	"Utah"	"49"	455	2942902	15.5
	"2014"	"2014"	"Vermont"	"50"	64	626562	10.2
	"2014"	"2014"	"Virginia"	"51"	758	8326289	9.1
	"2014"	"2014"	"Washington"	"53"	673	7061530	9.5
	"2014"	"2014"	"West Virginia"	"54"	554	1850326	29.9
	"2014"	"2014"	"Wisconsin"	"55"	627	5757564	10.9
	"2014"	"2014"	"Wyoming"	"56"	54	584153	9.2
	"2015"	"2015"	"Alabama"	"01"	282	4858979	5.8
	"2015"	"2015"	"Alaska"	"02"	86	738432	11.6
	"2015"	"2015"	"Arizona"	"04"	671	6828065	9.8
	"2015"	"2015"	"Arkansas"	"05"	203	2978204	6.8
	"2015"	"2015"	"California"	"06"	2018	39144818	5.2
	"2015"	"2015"	"Colorado"	"08"	495	5456574	9.1
	"2015"	"2015"	"Connecticut"	"09"	685	3590886	19.1
	"2015"	"2015"	"Delaware"	"10"	133	945934	14.1
	"2015"	"2015"	"District of Columbia"	"11"	98	672228	14.6
	"2015"	"2015"	"Florida"	"12"	1838	20271272	9.1
	"2015"	"2015"	"Georgia"	"13"	858	10214860	8.4
	"2015"	"2015"	"Hawaii"	"15"	62	1431603	4.3
	"2015"	"2015"	"Idaho"	"16"	90	1654930	5.4
	"2015"	"2015"	"Illinois"	"17"	1381	12859995	10.7
	"2015"	"2015"	"Indiana"	"18"	535	6619680	8.1
	"2015"	"2015"	"Iowa"	"19"	170	3123899	5.4
	"2015"	"2015"	"Kansas"	"20"	150	2911641	5.2
	"2015"	"2015"	"Kentucky"	"21"	885	4425092	20.0
	"2015"	"2015"	"Louisiana"	"22"	287	4670724	6.1
	"2015"	"2015"	"Maine"	"23"	238	1329328	17.9
	"2015"	"2015"	"Maryland"	"24"	1087	6006401	18.1
	"2015"	"2015"	"Massachusetts"	"25"	1550	6794422	22.8
	"2015"	"2015"	"Michigan"	"26"	1309	9922576	13.2
	"2015"	"2015"	"Minnesota"	"27"	338	5489594	6.2
	"2015"	"2015"	"Mississippi"	"28"	150	2992333	5.0
	"2015"	"2015"	"Missouri"	"29"	692	6083672	11.4
	"2015"	"2015"	"Montana"	"30"	48	1032949	4.6
	"2015"	"2015"	"Nebraska"	"31"	55	1896190	2.9
	"2015"	"2015"	"Nevada"	"32"	419	2890845	14.5
	"2015"	"2015"	"New Hampshire"	"33"	380	1330608	28.6
	"2015"	"2015"	"New Jersey"	"34"	862	8958013	9.6
	"2015"	"2015"	"New Mexico"	"35"	351	2085109	16.8
	"2015"	"2015"	"New York"	"36"	2166	19795791	10.9
	"2015"	"2015"	"North Carolina"	"37"	1171	10042802	11.7
	"2015"	"2015"	"North Dakota"	"38"	34	756927	4.5
	"2015"	"2015"	"Ohio"	"39"	2698	11613423	23.2
	"2015"	"2015"	"Oklahoma"	"40"	427	3911338	10.9
	"2015"	"2015"	"Oregon"	"41"	331	4028977	8.2
	"2015"	"2015"	"Pennsylvania"	"42"	1362	12802503	10.6
	"2015"	"2015"	"Rhode Island"	"44"	254	1056298	24.0
